Updated at,item_number,item_name,revision,procurement_type,unit_of_measure,category_name,lifecycle_phase,vendor,Product Alias,Parent Product LPN,Parent Product Name,CM,Product Usage per ESS,Flat Qty,Sourcing Flat Qty
08-04-2026,10-000622,IC ENERGY METER 1PHASE 32QFN,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-004560,IC MODULATOR 16BIT 40K 32VQFN,1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-004560,IC MODULATOR 16BIT 40K 32VQFN,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-001581,SPEED & CURRENT SENSORS PG-TISON,1,OTS,Each,Electrical Components,In Production,,Power PCBA (IPC),10-06105C,"PCBA, Power Board, Type C, Coated",Qualitel,1,5,5
08-04-2026,10-001581,SPEED & CURRENT SENSORS PG-TISON,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,5,5
08-04-2026,10-006403,Visor,3,MTS,Each,Part,In Production,A//JPOND,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-002732,FERRITE BEAD 1 KOHM 1206 1LN AEC-Q,2,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,30,30
08-04-2026,10-002732,FERRITE BEAD 1 KOHM 1206 1LN AEC-Q,2,OTS,Each,Electrical Components,In Production,,MSAC,90-06700A,"MSA Controller, Boxed",Qualitel,1,6,6
08-04-2026,10-002732,FERRITE BEAD 1 KOHM 1206 1LN AEC-Q,2,OTS,Each,Electrical Components,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,2,2
08-04-2026,10-002732,FERRITE BEAD 1 KOHM 1206 1LN AEC-Q,2,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,31,31
08-04-2026,10-002732,FERRITE BEAD 1 KOHM 1206 1LN AEC-Q,2,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,4,4
08-04-2026,10-002732,FERRITE BEAD 1 KOHM 1206 1LN AEC-Q,2,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,4,0
08-04-2026,10-006271,CAP FILM 5UF 10% 600VDC RADIAL,1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-006271,CAP FILM 5UF 10% 600VDC RADIAL,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-005901,"Cardboard, C-Flute, 275#",1,OTS,Each,Part,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,4,0
08-04-2026,10-06798A,"Packaging, Top Cap, Conduit Cover and Bug Barrier",1,MTS,Each,Part,In Production,A//JPOND,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-006671,IC GATE AND 1CH 2-INP SC70-5,1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,3,3
08-04-2026,10-06599A,"Poly Bag, Recloseable, 200mm x 40mm",1,MTS,Each,Part,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-06642A,"WIRE HARNESS, INVERTER, RF PASSTHRU, 4P, BLANK PLUGS",1,MTS,Each,Part,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-004341,"Screw,M3X6.5mm,SEMS and spring washer, BHT,T-8,ZiNi BC",1,OTS,Each,Part,In Production,A//Pencom,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,12,12
08-04-2026,10-004341,"Screw,M3X6.5mm,SEMS and spring washer, BHT,T-8,ZiNi BC",1,OTS,Each,Part,In Production,A//Pencom,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,12,0
08-04-2026,10-004341,"Screw,M3X6.5mm,SEMS and spring washer, BHT,T-8,ZiNi BC",1,OTS,Each,Part,In Production,A//Pencom,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,12,12
08-04-2026,10-002407,"Screw,M5x13,SEMS,BHT T-25,Steel,Class 8.8,ZiNi BC",6,OTS,Each,Part,In Production,A//Pencom,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-002235,"Bolt, M5 x 14, T25 Drive, Steel, Zn-Ni Plated",1,OTS,Each,Part,In Production,A//Pencom,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,18,18
08-04-2026,10-000857,TRANSFORMER SMD,1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,3,3
08-04-2026,10-000857,TRANSFORMER SMD,1,OTS,Each,Electrical Components,In Production,,Power PCBA (IPC),10-06105C,"PCBA, Power Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-000857,TRANSFORMER SMD,1,OTS,Each,Electrical Components,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,3,3
08-04-2026,10-000857,TRANSFORMER SMD,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,4,4
08-04-2026,10-000857,TRANSFORMER SMD,1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,2,2
08-04-2026,10-005899,Module Industrial ESim MFF2 MultiSIM-M2M 4.2.1 5x6mm,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-005896,"Packaging, Lifting Tool, Corrugated Flute",1,MTS,Each,Part,In Production,A//Stephen Gould,Lifting Tool,90-005336,"Lifting Tool, Boxed",Sienna,1,2,0
08-04-2026,10-005825,IC Op Amp Single GP R-R O/P 5.5V Automotive AEC-Q100 5-Pin SOT-23,01,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,3,3
08-04-2026,10-005825,IC Op Amp Single GP R-R O/P 5.5V Automotive AEC-Q100 5-Pin SOT-23,01,OTS,Each,Electrical Components,In Production,,Link,30-07519A,Lunar Link PCBA,Sienna,1,1,1
08-04-2026,10-005825,IC Op Amp Single GP R-R O/P 5.5V Automotive AEC-Q100 5-Pin SOT-23,01,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,3,3
08-04-2026,10-005825,IC Op Amp Single GP R-R O/P 5.5V Automotive AEC-Q100 5-Pin SOT-23,01,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,3,3
08-04-2026,10-006278,CAP FILM 0.47UF 20% 630VDC RAD X2,1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-006278,CAP FILM 0.47UF 20% 630VDC RAD X2,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-001711,FBead 0603 3A 30mOhm SMD,1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,2,2
08-04-2026,10-001711,FBead 0603 3A 30mOhm SMD,1,OTS,Each,Electrical Components,In Production,,Power PCBA (IPC),10-06105C,"PCBA, Power Board, Type C, Coated",Qualitel,1,2,2
08-04-2026,10-001711,FBead 0603 3A 30mOhm SMD,1,OTS,Each,Electrical Components,In Production,,Link,30-07519A,Lunar Link PCBA,Sienna,1,5,5
08-04-2026,10-001711,FBead 0603 3A 30mOhm SMD,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,4,4
08-04-2026,10-001711,FBead 0603 3A 30mOhm SMD,1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-006382,"Latch, Swing, Bridge",3,MTS,Each,Part,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-005501,"Assy, Enclosure Door, Bridge, W/ Terminal Diagram Label, Lunar Blue",3,MTS,Each,Part,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-006363,ISOMOV 8KA 250VRMS -40 °C to +125 °C BULK CRIMPED LEADS,1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-006363,ISOMOV 8KA 250VRMS -40 °C to +125 °C BULK CRIMPED LEADS,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-000626,"Rectangular Power Connector, 9 Contact(s), Male, Solder Terminal, Receptacle",1,OTS,Each,Electrical Components,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-005465,"Packaging, Conduit Cover and Bug Barrier Assembly",2,MTS,Each,Part,In Production,P//JPOND,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-001674,DIODE GEN PURP 600V 1A SMA,1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,6,6
08-04-2026,10-001674,DIODE GEN PURP 600V 1A SMA,1,OTS,Each,Electrical Components,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,3,3
08-04-2026,10-001674,DIODE GEN PURP 600V 1A SMA,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,6,6
08-04-2026,10-001572,RES 249K OHM 1% 1/10W 0603,1,OTS,Each,Electrical Components,In Production,,PV Hub,90-004034,"Maximizer Hub, Boxed",Sienna,1,1,1
08-04-2026,10-001572,RES 249K OHM 1% 1/10W 0603,1,OTS,Each,Electrical Components,In Production,,Maximizer Box,90-06831D,"Maximizer, Boxed",Sienna,1,20,20
08-04-2026,10-000716,"TVS DIODE 12V/7V, 20V/12V SOT23",2,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-000716,"TVS DIODE 12V/7V, 20V/12V SOT23",2,OTS,Each,Electrical Components,In Production,,Power PCBA (IPC),10-06105C,"PCBA, Power Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-000716,"TVS DIODE 12V/7V, 20V/12V SOT23",2,OTS,Each,Electrical Components,In Production,,MSAC,90-06700A,"MSA Controller, Boxed",Qualitel,1,1,1
08-04-2026,10-000716,"TVS DIODE 12V/7V, 20V/12V SOT23",2,OTS,Each,Electrical Components,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,2,2
08-04-2026,10-000716,"TVS DIODE 12V/7V, 20V/12V SOT23",2,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,2,2
08-04-2026,10-000716,"TVS DIODE 12V/7V, 20V/12V SOT23",2,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,1
08-04-2026,10-000716,"TVS DIODE 12V/7V, 20V/12V SOT23",2,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,10-000675,RES SMD 12K OHM 1% 1/16W 0402 AEC-Q,1,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-000675,RES SMD 12K OHM 1% 1/16W 0402 AEC-Q,1,OTS,Each,Electrical Components,In Production,,PV Hub,90-004034,"Maximizer Hub, Boxed",Sienna,1,1,1
08-04-2026,10-000675,RES SMD 12K OHM 1% 1/16W 0402 AEC-Q,1,OTS,Each,Electrical Components,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-000675,RES SMD 12K OHM 1% 1/16W 0402 AEC-Q,1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-000675,RES SMD 12K OHM 1% 1/16W 0402 AEC-Q,1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,3,3
08-04-2026,10-000624,IC TRANSFORMER DRIVER SOT23-6,1,OTS,Each,Electrical Components,In Design,,Link,30-07519A,Lunar Link PCBA,Sienna,1,2,2
08-04-2026,10-003595,Litz Wire Inductor,1,OTS,Each,Electrical Components,In Production,A//Bourns Inc.,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,3,0
08-04-2026,10-002476,CAP CER 22UF 25V X5R 0805,1,OTS,Each,Electrical Components,In Production,,Link,30-07519A,Lunar Link PCBA,Sienna,1,3,3
08-04-2026,10-002476,CAP CER 22UF 25V X5R 0805,1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,5,5
08-04-2026,10-002348,"Terminal,Male,MX150L,Sn,14-16AWG",1,OTS,Each,Part,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,15,0
08-04-2026,10-08449A,"Ultrafoot Base, Snapnrack, Deck, Black",1,OTS,Each,Part,In Production,A//SnapNrack Solar Mounting Solutions,PV Hub,90-004034,"Maximizer Hub, Boxed",Sienna,1,1,0
08-04-2026,10-07843A,"HE Inverter Front Door Closure Spring Left Assembly, Lunar 3",4,MTS,Each,Assembly,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,0
08-04-2026,10-005887,"Wall Bracket Assembly, Inverter",1,MTS,Each,Part,In Production,P//JPOND,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-08402A,RES SMD 22K OHM 1% 1/4W 1206,1,OTS,Each,Electrical Components,In Production,,Link,30-07519A,Lunar Link PCBA,Sienna,1,1,1
08-04-2026,10-06704C,"Power Module, Inverter, Type C",8,MTS,Each,Assembly,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-007023,RES 549 OHM 1% 1/8W 0805,1,OTS,Each,Electrical Components,In Production,,Link,30-07519A,Lunar Link PCBA,Sienna,1,1,1
08-04-2026,20-07554C,Lunar 2.1 DCDC-BMS PCB,2,MTS,Each,PCB,In Planning,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,0
08-04-2026,10-000253,CAP CER 0.1UF 50V X7R 0402 AEC-Q,2,OTS,Each,Electrical Components,Sunset - Phase Out,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,124,124
08-04-2026,10-000253,CAP CER 0.1UF 50V X7R 0402 AEC-Q,2,OTS,Each,Electrical Components,Sunset - Phase Out,,Power PCBA (IPC),10-06105C,"PCBA, Power Board, Type C, Coated",Qualitel,1,19,19
08-04-2026,10-000253,CAP CER 0.1UF 50V X7R 0402 AEC-Q,2,OTS,Each,Electrical Components,Sunset - Phase Out,,PV Hub,90-004034,"Maximizer Hub, Boxed",Sienna,1,23,23
08-04-2026,10-000253,CAP CER 0.1UF 50V X7R 0402 AEC-Q,2,OTS,Each,Electrical Components,Sunset - Phase Out,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,68,68
08-04-2026,10-000253,CAP CER 0.1UF 50V X7R 0402 AEC-Q,2,OTS,Each,Electrical Components,Sunset - Phase Out,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,233,233
08-04-2026,10-000253,CAP CER 0.1UF 50V X7R 0402 AEC-Q,2,OTS,Each,Electrical Components,Sunset - Phase Out,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,9,9
08-04-2026,10-000253,CAP CER 0.1UF 50V X7R 0402 AEC-Q,2,OTS,Each,Electrical Components,Sunset - Phase Out,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,9,0
08-04-2026,10-003418,RES SMD 20 OHM 5% 1/2W 0805,1,OTS,Each,Electrical Components,Sunset - Phase Out,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,2,2
08-04-2026,10-006983,VARISTOR 750V 8KA 195J DISC 20MM,1,OTS,Each,Electrical Components,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,2,2
08-04-2026,10-07883A,"Sealer, Urethane, White",1,OTS,Milliliter,Part,In Design,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,1,0
08-04-2026,10-07890A,Sidepanel,2,MTS,Each,Part,In Design,,2.1 LFP Block,90-08373A,"Battery Block with Wall Bracket, LFP, L2.1",Qualitel,4,4,0
08-04-2026,10-007009,"CMC 900MA 2LN 3 KOHM SMD (0.295"" L x 0.236"" W (7.50mm x 6.00mm))",1,OTS,Each,Electrical Components,Sunset - Phase Out,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,2,2
08-04-2026,10-002262,RES SMD 62 OHM 5% 1/4W 0603 AEC-Q,2,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-001375,RES 16K OHM 1% 1/10W 0603,2,OTS,Each,Electrical Components,In Production,,Power PCBA (IPC),10-06105C,"PCBA, Power Board, Type C, Coated",Qualitel,1,4,4
08-04-2026,10-001375,RES 16K OHM 1% 1/10W 0603,2,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,4,4
08-04-2026,10-000678,RES SMD 150 OHM 1% 1/3W 0603 AEC-Q,2,OTS,Each,Electrical Components,Sunset - Phase Out,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-000678,RES SMD 150 OHM 1% 1/3W 0603 AEC-Q,2,OTS,Each,Electrical Components,Sunset - Phase Out,,PV Hub,90-004034,"Maximizer Hub, Boxed",Sienna,1,1,1
08-04-2026,10-000678,RES SMD 150 OHM 1% 1/3W 0603 AEC-Q,2,OTS,Each,Electrical Components,Sunset - Phase Out,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-000678,RES SMD 150 OHM 1% 1/3W 0603 AEC-Q,2,OTS,Each,Electrical Components,Sunset - Phase Out,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,3,MTS,Each,Top Level Assembly,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,0
08-04-2026,10-006933,ANTENNA RF 2.4GHZ 5.8GHZ EMBEDDED WIFI?WLAN SMT (9.6MM X 8.4MM x 1.1MM),1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-06944B,"Lid, Enclosure, LFP BB",3,MTS,Each,Part,In Production,A//Sytech,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,1
08-04-2026,10-06944B,"Lid, Enclosure, LFP BB",3,MTS,Each,Part,In Production,A//Sytech,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,10-006931,TRANSFORMER CUSTOM 40A HIPOT 3000VRMS PTH 8-PIN (25.30MML X 16.00MMW X 20.40MMH),1,OTS,Each,Electrical Components,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-006930,DIODE SCHOTTKY 80V 3A DO214AB (7.15L(Max) x 6.25W(Max) x 2.45L(Max)MM),1,OTS,Each,Electrical Components,In Planning,,Link,30-07519A,Lunar Link PCBA,Sienna,1,3,3
08-04-2026,10-003498,"Assy, SnapNRack, Maximizer Hub",3,MTS,Each,Assembly,In Production,A//SnapNrack Solar Mounting Solutions,PV Hub,90-004034,"Maximizer Hub, Boxed",Sienna,1,1,1
08-04-2026,10-006884,IC DRAM 4GBIT POD 78FBGA,1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,2,2
08-04-2026,10-006887,CAP CER 33PF 50V C0G/NP0 0603,1,OTS,Each,Electrical Components,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-004928,"Relay, 12V DC Coil, 100A, 1000V, IP67, H Contact Arrangement, 1 Form A Aux",1,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,2,0
08-04-2026,10-001638,CAP CER 100PF 50V C0G/NP0 0603,1,OTS,Each,Electrical Components,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,2,2
08-04-2026,10-001065,CAP CER 0.047UF 50V X7R 0402 AEC-Q,1,OTS,Each,Electrical Components,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,2,2
08-04-2026,10-001190,IC AFE 7 CHAN 24BIT 40LFCSP-WQ,1,OTS,Each,Electrical Components,In Production,,Link,30-07519A,Lunar Link PCBA,Sienna,1,1,1
08-04-2026,10-001190,IC AFE 7 CHAN 24BIT 40LFCSP-WQ,1,OTS,Each,Electrical Components,In Production,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
08-04-2026,10-000702,"Interface Circuit, PDSO8",2,OTS,Each,Electrical Components,In Production,,Terminal PCBA (TRM),10-06103C,"PCBA, Terminal Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-000702,"Interface Circuit, PDSO8",2,OTS,Each,Electrical Components,In Production,,Power PCBA (IPC),10-06105C,"PCBA, Power Board, Type C, Coated",Qualitel,1,1,1
08-04-2026,10-000702,"Interface Circuit, PDSO8",2,OTS,Each,Electrical Components,In Production,,MSAC,90-06700A,"MSA Controller, Boxed",Qualitel,1,1,1
08-04-2026,10-000702,"Interface Circuit, PDSO8",2,OTS,Each,Electrical Components,In Production,,Bridge,90-06801A,"Bridge, Type B, Boxed, Lunar Blue",Sienna,1,1,1
08-04-2026,10-000702,"Interface Circuit, PDSO8",2,OTS,Each,Electrical Components,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,3,3
08-04-2026,10-000702,"Interface Circuit, PDSO8",2,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT with cover,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Qualitel,4,1,1
08-04-2026,10-000702,"Interface Circuit, PDSO8",2,OTS,Each,Electrical Components,In Production,,2.0 LFP - EVT without cover,90-07675A,LFP Battery Block with Wall Bracket,Qualitel,4,1,0
08-04-2026,10-005189,MOSFET N-CH 80V 100A TDSON,1,OTS,Each,Electrical Components,In Production,,Maximizer Box,90-06831D,"Maximizer, Boxed",Sienna,1,20,20
08-04-2026,10-002103,"Wire, 2.0mm, Solid, Enamel Coated, Copper",1,OTS,Millimeter,Part,In Production,,Maximizer Box,90-06831D,"Maximizer, Boxed",Sienna,1,14600,0
08-04-2026,10-001571,CAP CER 39PF 50V C0G/NP0 0603,1,OTS,Each,Electrical Components,In Production,,Maximizer Box,90-06831D,"Maximizer, Boxed",Sienna,1,60,60
08-04-2026,10-002541,"Singe Wire Seals, 3.6 mm Cavity, Wire Diameter Range 1.2-1.6 mm",1,OTS,Each,Part,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,22,0
08-04-2026,10-002724,"Sleeving, Polyester, 1/4IN ID, UL VW-1, 150C, Black",1,OTS,Millimeter,Part,In Production,,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,885,0
08-04-2026,10-002550,"Nano-Fit Receptacle Housing, TPA Capable, 2.50mm Pitch, Single Row, 3 Circuits, Natural",1,OTS,Each,Part,In Production,A//Molex,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,1,0
08-04-2026,10-005247,"Screw,M3x11mm,BHT T10,Flange,BF,Steel,Zinc",2,OTS,Each,Part,In Production,A//Unisteel,9.6 KW Inverter,90-06889C,"Inverter 9.6kW with Cover and Brackets, Boxed, Lunar Blue",Sienna,1,10,10
08-04-2026,10-006584,IC RTC CLK/CALENDAR I2C 10DFN,1,OTS,Each,Electrical Components,In Design,,11 KW Inverter,90-08096A,"Lunar 3 Inverter, Boxed",TBD,1,1,1
