part_lpn,override_type,override_value,reason
10-006641,sourcing_flat_qty,4,Product BOM fix: CAP CER 10000PF 1KV X7R 1206 (CM name incorrectly assigned as vendor) — temporary
10-006646,makebuy,Buy,Product BOM fix: RES 18K OHM 1% 1/10W 0603 AEC-Q200 (CM name incorrectly assigned as vendor) — temporary
10-006646,sourcing_flat_qty,1,Product BOM fix: RES 18K OHM 1% 1/10W 0603 AEC-Q200 (CM name incorrectly assigned as vendor) — temporary
10-006678,makebuy,Buy,Product BOM fix: CAP CER 10NF 100V X7R 0603 (CM name incorrectly assigned as vendor) — temporary
10-006678,sourcing_flat_qty,3,Product BOM fix: CAP CER 10NF 100V X7R 0603 (CM name incorrectly assigned as vendor) — temporary
10-006687,makebuy,Buy,Product BOM fix: CAP CER 330PF 25V X7R 0402 (CM name incorrectly assigned as vendor) — temporary
10-006687,sourcing_flat_qty,2,Product BOM fix: CAP CER 330PF 25V X7R 0402 (CM name incorrectly assigned as vendor) — temporary
10-006688,makebuy,Buy,Product BOM fix: RES SMD 500 UOHM 1% 10W 2512 (CM name incorrectly assigned as vendor) — temporary
10-006688,sourcing_flat_qty,1,Product BOM fix: RES SMD 500 UOHM 1% 10W 2512 (CM name incorrectly assigned as vendor) — temporary
10-006690,makebuy,Buy,Product BOM fix: FERRITE BEAD 2.2 KOHM 0603 1LN (CM name incorrectly assigned as vendor) — temporary
10-006690,sourcing_flat_qty,2,Product BOM fix: FERRITE BEAD 2.2 KOHM 0603 1LN (CM name incorrectly assigned as vendor) — temporary
10-006696,makebuy,Buy,Product BOM fix: RES SMD 2 OHM 5% 1W 2512 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-006696,sourcing_flat_qty,1,Product BOM fix: RES SMD 2 OHM 5% 1W 2512 AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-006790,makebuy,Buy,Product BOM fix: IC TRANSCEIVER HALF 1/1 8SOIC AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-006790,sourcing_flat_qty,1,Product BOM fix: IC TRANSCEIVER HALF 1/1 8SOIC AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-006791,makebuy,Buy,Product BOM fix: TVS DIODE 24VWM 40VC SOT23 (CM name incorrectly assigned as vendor) — temporary
10-006791,sourcing_flat_qty,1,Product BOM fix: TVS DIODE 24VWM 40VC SOT23 (CM name incorrectly assigned as vendor) — temporary
10-006799,makebuy,Buy,Product BOM fix: IC REG LINEAR 5V 150MA SOT23-5 (CM name incorrectly assigned as vendor) — temporary
10-006799,sourcing_flat_qty,1,Product BOM fix: IC REG LINEAR 5V 150MA SOT23-5 (CM name incorrectly assigned as vendor) — temporary
10-006807,makebuy,Buy,"Product BOM fix: XFMR FWD P-P DC/DC CONV SMD 0.485"" L x 0.410"" W (12.32mm x 10.41mm) (CM name incorrectly assigned as vendor) — temporary"
10-006807,sourcing_flat_qty,1,"Product BOM fix: XFMR FWD P-P DC/DC CONV SMD 0.485"" L x 0.410"" W (12.32mm x 10.41mm) (CM name incorrectly assigned as vendor) — temporary"
10-006954,makebuy,Buy,Product BOM fix: DIODE ZENER 20V 250MW SOT23-3 (2.9MM X 1.3MM) (CM name incorrectly assigned as vendor) — temporary
10-006954,sourcing_flat_qty,1,Product BOM fix: DIODE ZENER 20V 250MW SOT23-3 (2.9MM X 1.3MM) (CM name incorrectly assigned as vendor) — temporary
10-006955,makebuy,Buy,Product BOM fix: DIODE ZENER 3.3V 250MW SOT23-3 (2.9MM X 1.3MM) (CM name incorrectly assigned as vendor) — temporary
10-006955,sourcing_flat_qty,1,Product BOM fix: DIODE ZENER 3.3V 250MW SOT23-3 (2.9MM X 1.3MM) (CM name incorrectly assigned as vendor) — temporary
10-007018,makebuy,Buy,Product BOM fix: RES SMD 5.6 OHM 5% 1W 2512 (CM name incorrectly assigned as vendor) — temporary
10-007018,sourcing_flat_qty,17,Product BOM fix: RES SMD 5.6 OHM 5% 1W 2512 (CM name incorrectly assigned as vendor) — temporary
10-06717A,makebuy,Buy,Product BOM fix: MOSFET N-CH 30V 4A SOT23F (CM name incorrectly assigned as vendor) — temporary
10-06717A,sourcing_flat_qty,1,Product BOM fix: MOSFET N-CH 30V 4A SOT23F (CM name incorrectly assigned as vendor) — temporary
10-06752A,makebuy,Buy,"Product BOM fix: Thermal Bridge, GaN, DCDC (CM name incorrectly assigned as vendor) — temporary"
10-06752A,sourcing_flat_qty,15,"Product BOM fix: Thermal Bridge, GaN, DCDC (CM name incorrectly assigned as vendor) — temporary"
10-06958A,makebuy,Buy,Product BOM fix: CAP CER 2.2UF 16V X7S 0603 (CM name incorrectly assigned as vendor) — temporary
10-06958A,sourcing_flat_qty,4,Product BOM fix: CAP CER 2.2UF 16V X7S 0603 (CM name incorrectly assigned as vendor) — temporary
10-06981A,makebuy,Buy,Product BOM fix: RES 100 OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-06981A,sourcing_flat_qty,16,Product BOM fix: RES 100 OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-06998A,makebuy,Buy,Product BOM fix: CAP CER 1000PF 50V C0G/NP0 0603 (CM name incorrectly assigned as vendor) — temporary
10-06998A,sourcing_flat_qty,13,Product BOM fix: CAP CER 1000PF 50V C0G/NP0 0603 (CM name incorrectly assigned as vendor) — temporary
10-07026A,makebuy,Buy,Product BOM fix: CAP CER 10UF 25V X7R 0805 (CM name incorrectly assigned as vendor) — temporary
10-07026A,sourcing_flat_qty,15,Product BOM fix: CAP CER 10UF 25V X7R 0805 (CM name incorrectly assigned as vendor) — temporary
10-07038A,makebuy,Buy,Product BOM fix: CAP CER 8PF 50V C0G/NPO 0603 (CM name incorrectly assigned as vendor) — temporary
10-07038A,sourcing_flat_qty,2,Product BOM fix: CAP CER 8PF 50V C0G/NPO 0603 (CM name incorrectly assigned as vendor) — temporary
10-07206A,makebuy,Buy,Product BOM fix: MOSFET N-CH 80V 120A D2PAK (CM name incorrectly assigned as vendor) — temporary
10-07206A,sourcing_flat_qty,3,Product BOM fix: MOSFET N-CH 80V 120A D2PAK (CM name incorrectly assigned as vendor) — temporary
10-07238A,makebuy,Buy,Product BOM fix: CAP CER 0.33UF 16V X7R 0603 (CM name incorrectly assigned as vendor) — temporary
10-07238A,sourcing_flat_qty,17,Product BOM fix: CAP CER 0.33UF 16V X7R 0603 (CM name incorrectly assigned as vendor) — temporary
10-07267A,makebuy,Buy,Product BOM fix: CAP CER 1UF 450V X7T 2220 (CM name incorrectly assigned as vendor) — temporary
10-07267A,sourcing_flat_qty,6,Product BOM fix: CAP CER 1UF 450V X7T 2220 (CM name incorrectly assigned as vendor) — temporary
10-07346A,makebuy,Buy,Product BOM fix: CAP CER 0.1UF 450V X7T 1206 (CM name incorrectly assigned as vendor) — temporary
10-07346A,sourcing_flat_qty,10,Product BOM fix: CAP CER 0.1UF 450V X7T 1206 (CM name incorrectly assigned as vendor) — temporary
10-07368A,makebuy,Buy,Product BOM fix: CAP CER 6800PF 50V C0G/NP0 0603 (CM name incorrectly assigned as vendor) — temporary
10-07368A,sourcing_flat_qty,3,Product BOM fix: CAP CER 6800PF 50V C0G/NP0 0603 (CM name incorrectly assigned as vendor) — temporary
10-07384A,makebuy,Buy,Product BOM fix: RES 10 OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-07384A,sourcing_flat_qty,4,Product BOM fix: RES 10 OHM 1% 1/10W 0603 (CM name incorrectly assigned as vendor) — temporary
10-07385A,makebuy,Buy,Product BOM fix: CAP CER 47UF 6.3V X7R 1210 (CM name incorrectly assigned as vendor) — temporary
10-07385A,sourcing_flat_qty,2,Product BOM fix: CAP CER 47UF 6.3V X7R 1210 (CM name incorrectly assigned as vendor) — temporary
10-07388A,makebuy,Buy,Product BOM fix: FERRITE BEAD 50 OHM 0603 1LN AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-07388A,sourcing_flat_qty,6,Product BOM fix: FERRITE BEAD 50 OHM 0603 1LN AEC-Q (CM name incorrectly assigned as vendor) — temporary
10-07389A,makebuy,Buy,Product BOM fix: CAP CER 2200PF ±20% 100V X7R 0603 (CM name incorrectly assigned as vendor) — temporary
10-07389A,sourcing_flat_qty,5,Product BOM fix: CAP CER 2200PF ±20% 100V X7R 0603 (CM name incorrectly assigned as vendor) — temporary
10-07392A,makebuy,Buy,Product BOM fix: CAP CER 10UF 16V X7R 1206 (CM name incorrectly assigned as vendor) — temporary
10-07392A,sourcing_flat_qty,6,Product BOM fix: CAP CER 10UF 16V X7R 1206 (CM name incorrectly assigned as vendor) — temporary
10-07398A,makebuy,Buy,Product BOM fix: CAP CER 1UF 250V X7R 2220 (CM name incorrectly assigned as vendor) — temporary
10-07398A,sourcing_flat_qty,46,Product BOM fix: CAP CER 1UF 250V X7R 2220 (CM name incorrectly assigned as vendor) — temporary
10-07509A,makebuy,Buy,Product BOM fix: CONN HEADER VERT 35POS MALE 4MM PITCH (CM name incorrectly assigned as vendor) — temporary
10-07509A,sourcing_flat_qty,1,Product BOM fix: CONN HEADER VERT 35POS MALE 4MM PITCH (CM name incorrectly assigned as vendor) — temporary
10-07848A,makebuy,Buy,Product BOM fix: RES SMD 5.1 OHM 1% 1/5W 0402 (CM name incorrectly assigned as vendor) — temporary
10-07848A,sourcing_flat_qty,16,Product BOM fix: RES SMD 5.1 OHM 1% 1/5W 0402 (CM name incorrectly assigned as vendor) — temporary
10-07957A,makebuy,Buy,Product BOM fix: CONN HEADER R/A 40POS 2.54MM 2 ROWS 54.68MML X 12.51MMD (CM name incorrectly assigned as vendor) — temporary
10-07957A,sourcing_flat_qty,1,Product BOM fix: CONN HEADER R/A 40POS 2.54MM 2 ROWS 54.68MML X 12.51MMD (CM name incorrectly assigned as vendor) — temporary
20-07554C,makebuy,Buy,Product BOM fix: Lunar 2.1 DCDC-BMS PCB (CM name incorrectly assigned as vendor) — temporary
20-07554C,sourcing_flat_qty,1,Product BOM fix: Lunar 2.1 DCDC-BMS PCB (CM name incorrectly assigned as vendor) — temporary
10-06886A,makebuy,Buy,"Product BOM fix: Heat Spreader, DCDC, LFP DC ESS (CM name incorrectly assigned as vendor) — temporary"
10-06886A,sourcing_flat_qty,1,"Product BOM fix: Heat Spreader, DCDC, LFP DC ESS (CM name incorrectly assigned as vendor) — temporary"
10-07682A,makebuy,Buy,"Product BOM fix: Thermal gap filler, Non-Curing, 6.2 W/mK, Dispensed, Single Part (CM name incorrectly assigned as vendor) — temporary"
10-07682A,sourcing_flat_qty,1,"Product BOM fix: Thermal gap filler, Non-Curing, 6.2 W/mK, Dispensed, Single Part (CM name incorrectly assigned as vendor) — temporary"
10-07823A,makebuy,Buy,"Product BOM fix: Screw M2x0.4, 6mmL, RENY (CM name incorrectly assigned as vendor) — temporary"
10-07823A,sourcing_flat_qty,3,"Product BOM fix: Screw M2x0.4, 6mmL, RENY (CM name incorrectly assigned as vendor) — temporary"
10-003055,makebuy,Buy,"Product BOM fix: Threadlocking Adhesive, Low Strength (CM name incorrectly assigned as vendor) — temporary"
10-003055,sourcing_flat_qty,1,"Product BOM fix: Threadlocking Adhesive, Low Strength (CM name incorrectly assigned as vendor) — temporary"
10-07682A,makebuy,Buy,"Product BOM fix: Thermal gap filler, Non-Curing, 6.2 W/mK, Dispensed, Single Part (CM name incorrectly assigned as vendor) — temporary"
10-07682A,sourcing_flat_qty,1,"Product BOM fix: Thermal gap filler, Non-Curing, 6.2 W/mK, Dispensed, Single Part (CM name incorrectly assigned as vendor) — temporary"
