cm,part,description,state,first_shortage_date,shortage_qty,opening,undated,products
Sienna,10-002006,ISOMOV 5KA 175VRMS BULK IN-LINE,IN_PRODUCTION,2027-07-12,827.8064516129034,3316.0,0.0,Bridge
Sienna,10-003597,CAP FILM 0.68UF 10% 310VAC RAD,IN_PRODUCTION,2027-07-12,919.8064516129034,8520.0,0.0,Bridge
Sienna,10-06110A,"Screw, Button, 12-24x0.55, T25, Steel with Zinc Coating",IN_PRODUCTION,2027-07-12,1707.6129032258068,10172.0,0.0,Bridge
Qualitel,10-000607,LED GREEN CLEAR CHIP SMD,IN_PRODUCTION,2027-07-12,2201.064516129034,30114.0,0.0,"MSAC, Power PCBA (IPC), Terminal PCBA (TRM)"
Sienna,10-000650,RES SMD 16K OHM 1% 1/10W 0402 AEC-Q,IN_PRODUCTION,2027-07-12,3127.322580645163,19912.0,0.0,Bridge
Sienna,10-000615,FERRITE BEAD 1.5 KOHM 0603 1LN AEC-Q,IN_PRODUCTION,2027-07-12,4134.161290322576,61843.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000612,CAP CER 10UF 16V X7S 0805 AEC-Q,IN_PRODUCTION,2027-07-12,4268.354838709682,89440.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-000659,RES SMD 100 OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,2027-07-12,5956.258064516136,121897.0,0.0,"9.6 KW Inverter, Bridge, PV Hub"
Sienna,10-000611,CAP CER 150PF 50V C0G/NP0 0402 AEC-Q,IN_PRODUCTION,2027-07-12,7835.774193548394,120192.0,0.0,"9.6 KW Inverter, Bridge"
Sienna,10-002775,IC DRVR TRANSFORMER 8-SOIC,IN_PRODUCTION,2027-07-12,1178.709677419356,7742.0,0.0,Bridge
Sienna,10-002407,"Screw,M5x13,SEMS,BHT T-25,Steel,Class 8.8,ZiNi BC",IN_PRODUCTION,2027-07-19,163.9032258064517,4556.0,0.0,Bridge
Sienna,10-004970,"Label, Branch Circuits, Inner Panel, Right, Bridge",IN_PRODUCTION,2027-07-19,220.9032258064517,4499.0,0.0,Bridge
Sienna,10-002924,DIODE ZENER 24V 5W DO214AA,IN_PRODUCTION,2027-07-19,258.9032258064517,4461.0,0.0,Bridge
Sienna,10-000614,DIODE SCHOTTKY 20V 500MA SOD123,IN_PRODUCTION,2027-07-19,1667.5161290322576,56103.0,0.0,"9.6 KW Inverter, Bridge"
Qualitel,10-002036,ULTRA THIN BLUE SMD LED,IN_PRODUCTION,2027-07-19,588.9032258064526,3824.0,0.0,MSAC
Sienna,10-000759,"Free Height, PCB Mount Receptacle, Vertical, Board-to-Board, 40 Position, .8mm [.031in] Centerline,",IN_PRODUCTION,2027-07-19,258.9032258064517,2551.0,0.0,Bridge
Sienna,10-003733,CMC 11MH 900MA 2LN TH,IN_PRODUCTION,2027-07-26,238.8064516129034,9201.0,0.0,Bridge
Qualitel,10-001611,DIODE ZENER 16V 500MW SOD123,IN_PRODUCTION,2027-07-26,1092.3548387096816,73327.0,0.0,2.1 LFP Block
Sienna,10-000591,DIGITAL TRANSFORMER,IN_PRODUCTION,2027-07-26,68.9032258064517,2851.0,0.0,Bridge
Qualitel,10-000099,CAP CER 1UF 35V X7R 0603,IN_PRODUCTION,,0.0,68274.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-000124,RES 250 UOHM 1% 4W 2725 AEC-Q,IN_PRODUCTION,,0.0,11878.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000253,CAP CER 0.1UF 50V X7R 0402 AEC-Q,IN_PRODUCTION,,0.0,529584.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-000340,"Crystal Parallel - Fundamental Quartz Crystal, 25MHz Nom AEC-Q",IN_PRODUCTION,,0.0,6663.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000342,RES 0805 5% 1 OHM 1/2W AEC-Q,IN_PRODUCTION,,0.0,20326.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000539,RES SMD 7.32 OHM 0.1% 1/10W 0805,IN_PRODUCTION,,0.0,8835.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000548,CAP CER 33PF 50V NPO 0402 AEC-Q,IN_PRODUCTION,,0.0,23763.0,0.0,"MSAC, Terminal PCBA (TRM)"
Qualitel,10-000549,CAP CER 22UF 10V X7R 1206 AEC-Q,IN_PRODUCTION,,0.0,15137.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000550,FIXED IND 4.7UH 4.5A 26 MOHM SMD,IN_PRODUCTION,,0.0,2904.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000552,RES SMD 10K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,80420.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000555,RES SMD 52.3K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,16734.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000559,CAP CER 1000PF 50V X7R 0402 AEC-Q,IN_PRODUCTION,,0.0,210900.0,0.0,"MSAC, Terminal PCBA (TRM)"
Qualitel,10-000560,CAP CER 470PF 50V X7R 0402 AEC-Q,IN_PRODUCTION,,0.0,18455.0,0.0,Power PCBA (IPC)
Qualitel,10-000564,CAP CER 1.2PF 50V C0G/NPO 0402 AEC-Q,IN_PRODUCTION,,0.0,26368.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000569,CAP CER 1UF 35V X7R 0603 AEC-Q,IN_PRODUCTION,,0.0,102683.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-000572,CAP CER 12PF 5% 50V C0H/CH 0402 AEC-Q,IN_PRODUCTION,,0.0,17818.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000585,RES 0 OHM JUMPER 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,98826.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000590,TVS DIODE 12.8VWM 27.2VC SMB,IN_PRODUCTION,,0.0,12648.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000605,DIODE ARRAY AEC-Q,IN_PRODUCTION,,0.0,71069.0,0.0,"MSAC, Terminal PCBA (TRM)"
Qualitel,10-000606,TVS DIODE 16VWM 26VC SMA,IN_PRODUCTION,,0.0,2475.0,0.0,MSAC
Qualitel,10-000610,CAP CER 0.022UF 50V X7R 0402 AEC-Q,IN_PRODUCTION,,0.0,17826.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000612,CAP CER 10UF 16V X7S 0805 AEC-Q,IN_PRODUCTION,,0.0,57626.0,0.0,"MSAC, Terminal PCBA (TRM)"
Qualitel,10-000615,FERRITE BEAD 1.5 KOHM 0603 1LN AEC-Q,IN_PRODUCTION,,0.0,21420.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000616,RES SMD 330K OHM 0.1% 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,23056.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000621,DGTL ISO 5000VRMS 5CH GP 16SOIC,IN_PRODUCTION,,0.0,7737.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000622,IC ENERGY METER 1PHASE 32QFN,IN_PRODUCTION,,0.0,24647.0,0.0,"MSAC, Terminal PCBA (TRM)"
Qualitel,10-000625,CRYSTAL 16.0000MHZ 12PF SMD AEC-Q,IN_PRODUCTION,,0.0,9130.0,0.0,"MSAC, Terminal PCBA (TRM)"
Qualitel,10-000627,2 x 3 Beige Conn Header SMD 6POS 2.5MM,IN_PRODUCTION,,0.0,4606.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000631,Rectangular Power Connector,IN_PRODUCTION,,0.0,4717.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000634,"Board Connector, 10 Contact(s), 2 Row(s), Male, Straight, 0.05 inch Pitch, Surface Mount Terminal, L",IN_PRODUCTION,,0.0,9589.0,0.0,"MSAC, Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-000635,CAP CER 10UF 35V X7R 1206 AEC-Q,IN_PRODUCTION,,0.0,114423.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-000637,CAP CER 4.7PF 50V C0G/NPO 0402 AEC-Q,IN_PRODUCTION,,0.0,35324.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000639,DIODE SBR 40V 3A SMA,IN_PRODUCTION,,0.0,9932.0,0.0,Power PCBA (IPC)
Qualitel,10-000641,DIODE SCHOTTKY 40V 1A SOD323HE,IN_PRODUCTION,,0.0,12827.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000645,RES SMD 100K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,45042.0,0.0,"MSAC, Terminal PCBA (TRM)"
Qualitel,10-000647,RES SMD 150K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,22495.0,0.0,MSAC
Qualitel,10-000649,RES SMD 51K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,8894.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000662,"Buffer/Inverter Based MOSFET Driver, PDSO8",IN_PRODUCTION,,0.0,4961.0,0.0,Power PCBA (IPC)
Qualitel,10-000668,CAP CER 6.8PF 50V C0G/NP0 0402 AEC-Q,IN_PRODUCTION,,0.0,25322.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000669,CAP CER 22UF 25V X7R 1812 ASEC-Q,IN_PRODUCTION,,0.0,15314.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000670,DIODE TVS 6.5VWM 11.2VC SMA,IN_PRODUCTION,,0.0,11583.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000671,DIODE SCHOTTKY 30V 1A SMA,IN_PRODUCTION,,0.0,34334.0,0.0,2.1 LFP Block
Qualitel,10-000672,TVS DIODE 8.55VWM 18.6VC SMB,IN_PRODUCTION,,0.0,22822.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000674,FERRITE BEAD 1 KOHM 0402 1LN,IN_PRODUCTION,,0.0,7666.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000675,RES SMD 12K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,7662.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000676,RES SMD 75 OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,25331.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000677,RES SMD 50 Ohm 1% 50 PPM,IN_PRODUCTION,,0.0,14083.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000678,RES SMD 150 OHM 1% 1/3W 0603 AEC-Q,IN_PRODUCTION,,0.0,7642.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000679,RES SMD 33 OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,17656.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000680,RES SMD 6.8K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,44243.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000681,RES 2K OHM 1% 1/10W 0402 AEC-Q,IN_PRODUCTION,,0.0,58491.0,0.0,"MSAC, Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-000682,RES SMD 47K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,51330.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000684,RES SMD 31.6 OHM 1% 1/10 0402 AEC-Q,IN_PRODUCTION,,0.0,17656.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000688,"Switching Regulator, Current-mode, 0.7A, 2080kHz Switching Freq-Max, NMOS, PDSO5",IN_PRODUCTION,,0.0,9665.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000689,Programmable power line communication modem System on Chip,IN_PRODUCTION,,0.0,6081.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000690,Power-line communication dual line driver,IN_PRODUCTION,,0.0,5659.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000702,"Interface Circuit, PDSO8",IN_PRODUCTION,,0.0,11508.0,0.0,"MSAC, Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-000716,"TVS DIODE 12V/7V, 20V/12V SOT23",IN_PRODUCTION,,0.0,19904.0,0.0,"MSAC, Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-000778,"Screw,M5x0.8 6g x10mm,BHT T-25,Flange,Steel,ZiNi BC,Nylon Patch",IN_PRODUCTION,,0.0,223248.0,0.0,2.1 LFP Block
Qualitel,10-000841,CAP CER 3300PF 50V X7R 0402 AEC-Q,IN_PRODUCTION,,0.0,8900.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000848,RES 510 OHM 0.1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,12130.0,0.0,"MSAC, Terminal PCBA (TRM)"
Qualitel,10-000850,"Opamp, 1 Func, 15uV Offset-Max, CMOS, PDSO5",IN_PRODUCTION,,0.0,13068.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000851,Current Sense Amplifier 1 Circuit Rail-to-Rail SC-70-6 AEC-Q,IN_PRODUCTION,,0.0,4912.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000855,CRYSTAL 32.768KHZ 9PF SMD AEC-Q,IN_PRODUCTION,,0.0,20369.0,0.0,"MSAC, Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-000857,TRANSFORMER SMD,IN_PRODUCTION,,0.0,20183.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-000858,RES SMD 1.2K OHM 0.1% 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,13799.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000894,CAP CER 2200PF 100V X7R 0603 AEC-Q,IN_PRODUCTION,,0.0,11661.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000941,Diode Schottky 40V 3A 2-Pin,IN_PRODUCTION,,0.0,29877.0,0.0,Power PCBA (IPC)
Qualitel,10-000943,"MOSFET Silicon carbide Power MOSFET 650 V, 18 mOhm typ 119 A",IN_PRODUCTION,,0.0,13030.0,0.0,Power PCBA (IPC)
Qualitel,10-000991,MOSFET N-CHANNEL 20V 4A SOT23F,IN_PRODUCTION,,0.0,45236.0,0.0,Terminal PCBA (TRM)
Qualitel,10-000999,RES SMD 1K OHM 1% 1/3W 0603 AEC-Q,IN_PRODUCTION,,0.0,29913.0,0.0,Power PCBA (IPC)
Qualitel,10-001004,RES SMD 10K OHM 1% 1/3W 0603 AEC-Q,IN_PRODUCTION,,0.0,65117.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-001006,RES SMD 100 OHM 1% 1/3W 0603 AEC-Q,IN_PRODUCTION,,0.0,61298.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001007,RES 10 OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,8909.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001019,RES SMD 10K OHM 1% 1/2W 0805 AEC-Q,IN_PRODUCTION,,0.0,20653.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001048,RES 3.6K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,18912.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001051,IC REG LINEAR 3.3V 1A SOT223,IN_PRODUCTION,,0.0,7975.0,0.0,Power PCBA (IPC)
Qualitel,10-001055,RES 15K OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,17809.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001057,RES SMD 3.9 OHM 1% 1/3W 0805 AEC-Q,IN_PRODUCTION,,0.0,64305.0,0.0,2.1 LFP Block
Qualitel,10-001061,CAP CER 0.47UF 25V X7R 0603 AEC-Q,IN_PRODUCTION,,0.0,166021.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001068,CAP CER 2.2UF 25V X7R 0805 AEC-Q,IN_PRODUCTION,,0.0,35818.0,0.0,Power PCBA (IPC)
Qualitel,10-001097,RES SMD 100K OHM 5% 1/3W 0603 AEC-Q,IN_PRODUCTION,,0.0,18780.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-001105,RES SMD 30K OHM 1% 1/10W 0402 AEC-Q,IN_PRODUCTION,,0.0,16692.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001127,RES 330 OHM 1% 1/16W 0402 AEC-Q,IN_PRODUCTION,,0.0,31249.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001130,CONN HEADER SMD 2POS 2.5MM,IN_PRODUCTION,,0.0,11124.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001133,RES SMD 5.1K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,217292.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001136,RES SMD 68K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,19892.0,0.0,Power PCBA (IPC)
Qualitel,10-001137,RES 0 OHM JUMPER 0603 SMD AEC-Q,IN_PRODUCTION,,0.0,206994.0,0.0,"MSAC, Power PCBA (IPC)"
Qualitel,10-001144,RES SMD 20K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,24895.0,0.0,Power PCBA (IPC)
Qualitel,10-001150,RES SMD 4.99 OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,6744.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001152,RES SMD 10K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,342034.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-001156,RES SMD 25.5K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,9972.0,0.0,Power PCBA (IPC)
Qualitel,10-001158,RES SMD 200 OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,306829.0,0.0,Power PCBA (IPC)
Qualitel,10-001160,RES SMD 470 OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,84513.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-001173,RES SMD 150 OHM 0.1% 1/10W 0603,IN_PRODUCTION,,0.0,4921.0,0.0,Power PCBA (IPC)
Qualitel,10-001189,RES SMD 3.3K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,43959.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001195,IC OPAMP ZER-DRIFT 1CIRC SOT23-5,IN_PRODUCTION,,0.0,32656.0,0.0,Power PCBA (IPC)
Qualitel,10-001228,CAP 10UF 25V X7S 0805 SOFT TERMINATION,IN_PRODUCTION,,0.0,4911.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001229,DIODE SCHOTTKY 30V 2A SOD123W,IN_PRODUCTION,,0.0,4089.0,0.0,MSAC
Qualitel,10-001239,PCB Terminal Block 3-Pole,IN_PRODUCTION,,0.0,6905.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001247,PCB TERMINAL BLOCK; LEVER; 16 MM,IN_PRODUCTION,,0.0,6815.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001314,IC GATE AND 2CH 2-INP SM8,IN_PRODUCTION,,0.0,4055.0,0.0,MSAC
Qualitel,10-001319,IC REG LIN POS ADJ 200MA TSOT23,IN_PRODUCTION,,0.0,8906.0,0.0,Power PCBA (IPC)
Qualitel,10-001323,IC REG LINEAR 3.3V 450MA 5TSOP AEC-Q,IN_PRODUCTION,,0.0,7884.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-001325,IC REG LINEAR 5V 200MA TSOT23-5,IN_PRODUCTION,,0.0,1916.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001375,RES 16K OHM 1% 1/10W 0603,IN_PRODUCTION,,0.0,29903.0,0.0,Power PCBA (IPC)
Qualitel,10-001376,RES 4.7K OHM 5% 1/10W 0603,IN_PRODUCTION,,0.0,144666.0,0.0,Power PCBA (IPC)
Qualitel,10-001414,DIODE ZENER 10V 500MW SOD123 AEC-Q,IN_PRODUCTION,,0.0,19131.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001453,Analog Comparators LV Comparator 0.07mA 1.7mV 10nA 23mA,IN_PRODUCTION,,0.0,9815.0,0.0,Power PCBA (IPC)
Qualitel,10-001560,WL-SMCW SMT MONO-COLOR CHIP LED,IN_PRODUCTION,,0.0,15913.0,0.0,Power PCBA (IPC)
Qualitel,10-001570,RES 4.99K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,28714.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-001581,SPEED & CURRENT SENSORS PG-TISON,IN_PRODUCTION,,0.0,8399.0,0.0,Power PCBA (IPC)
Qualitel,10-001583,TERM REDCUBE M3 9PIN PCB,IN_PRODUCTION,,0.0,37805.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-001622,CAP CER 0805 1NF 200V C0G 5% AEC-Q,IN_PRODUCTION,,0.0,2903.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001625,CAP CER 100PF 630V C0G/NP0 1206 AEC-Q,IN_PRODUCTION,,0.0,3892.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001634,RES 8.45K OHM 1% 1/4W 0805 AEC-Q,IN_PRODUCTION,,0.0,8893.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001641,CAP CER 22UF 25V X7R 1210,IN_PRODUCTION,,0.0,72102.0,0.0,"MSAC, Terminal PCBA (TRM)"
Qualitel,10-001651,THERMISTOR NTC 10KOHM 3380K 0603,IN_PRODUCTION,,0.0,12755.0,0.0,"MSAC, Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-001654,CAP CER 0.22UF 10V X7R 0402,IN_PRODUCTION,,0.0,7464.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001658,CAP CER 1UF 100V X7S 0805 AEC-Q,IN_PRODUCTION,,0.0,1910.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001664,CAP CER 4.7UF 100V X7S 1210 AEC-Q,IN_PRODUCTION,,0.0,73442.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001672,RELAY GEN PURPOSE SPDT 10A 12V,IN_PRODUCTION,,0.0,10151.0,0.0,Power PCBA (IPC)
Qualitel,10-001674,DIODE GEN PURP 600V 1A SMA,IN_PRODUCTION,,0.0,23472.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001676,FIXED IND 6.8UH 4.5A 50.16 MOHM AEC-Q,IN_PRODUCTION,,0.0,2589.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001681,RES SMD 27 OHM 5% 1/2W 0805 AEC-Q,IN_PRODUCTION,,0.0,103564.0,0.0,Power PCBA (IPC)
Qualitel,10-001688,RES SMD 1 OHM 5% 1/2W 1210,IN_PRODUCTION,,0.0,19872.0,0.0,Power PCBA (IPC)
Qualitel,10-001697,CAP CER 10UF 25V X7R 1206,IN_PRODUCTION,,0.0,151438.0,0.0,"MSAC, Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-001704,RES 0 OHM JUMPER 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,25250.0,0.0,"MSAC, Terminal PCBA (TRM)"
Qualitel,10-001710,DIODE SCHOTTKY 40V 2A SOD123W,IN_PRODUCTION,,0.0,21391.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001711,FBead 0603 3A 30mOhm SMD,IN_PRODUCTION,,0.0,13764.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-001712,FERRITE BEAD 50 OHM 0603 1LN AEC-Q,IN_PRODUCTION,,0.0,206123.0,0.0,"MSAC, Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-001721,CAP CER 2.2UF 16V X7S 0603 AEC-Q,IN_PRODUCTION,,0.0,196344.0,0.0,"MSAC, Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-001722,CAP CER 10000PF 50V X8R 0603,IN_PRODUCTION,,0.0,23825.0,0.0,Power PCBA (IPC)
Qualitel,10-001724,CAP CER 8PF 50V NP0 0603,IN_PRODUCTION,,0.0,66145.0,0.0,Power PCBA (IPC)
Qualitel,10-001725,CAP CER 0.1UF ±10% 50V X7R 0603 AEC-Q,IN_PRODUCTION,,0.0,646102.0,0.0,Power PCBA (IPC)
Qualitel,10-001726,CAP CER 1000PF 50V C0G/NPO SOFT TERMINATION 0603,IN_PRODUCTION,,0.0,286270.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-001728,CAP CER 0.1UF ±20% 50V X7R 0603 AEC-Q,IN_PRODUCTION,,0.0,231153.0,0.0,Power PCBA (IPC)
Qualitel,10-001729,CAP CER 0.022UF 50V X7R 0603 AEC-Q,IN_PRODUCTION,,0.0,26352.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001731,CAP CER 100PF 50V COG/NP0 0603,IN_PRODUCTION,,0.0,44542.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-001732,CAP CER 4.7UF 16V X7R 0805 AEC-Q,IN_PRODUCTION,,0.0,29733.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001736,CAP 1206 X7R 16V 10UF 10% SOFT TERM,IN_PRODUCTION,,0.0,92727.0,22710.0,Power PCBA (IPC)
Qualitel,10-001738,CAP CER 10UF 75V X7R 1210 AEC-Q,IN_PRODUCTION,,0.0,30756.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
Qualitel,10-001763,RES SMD 49.9K OHM 1% 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,121027.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001782,RES 1.5M OHM 1% 1/4W 1206,IN_PRODUCTION,,0.0,16736.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001784,CAP CER 27PF 50V C0G/NP0 0402 AEC-Q,IN_PRODUCTION,,0.0,15326.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001907,RES 63.4 OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,19954.0,0.0,Power PCBA (IPC)
Qualitel,10-001926,CAP CER 220PF 100V X7R 0402 AEC-Q,IN_PRODUCTION,,0.0,8861.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001981,IC REG LINEAR 3.3V 300MA SOT23-5,IN_PRODUCTION,,0.0,4911.0,0.0,Terminal PCBA (TRM)
Qualitel,10-001993,DIODE SCHOTTKY 40V 5A SMC AEC-Q,IN_PRODUCTION,,0.0,13650.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002009,ISOMOV 8KA 250VRMS BULK IN-LINE,IN_PRODUCTION,,0.0,7059.0,0.0,Power PCBA (IPC)
Qualitel,10-002094,IC IGBT DVR,IN_PRODUCTION,,0.0,17420.0,0.0,Power PCBA (IPC)
Qualitel,10-002148,FERRITE BEAD 80 OHM 1206 1LN,IN_PRODUCTION,,0.0,9829.0,0.0,Terminal PCBA (TRM)
Qualitel,10-002162,Multilayer Ceramic Capacitors MLCC - SMD/SMT 50V 0.33uF X7R 0805 10%,IN_PRODUCTION,,0.0,23368.0,0.0,Power PCBA (IPC)
Qualitel,10-002165,RES SMD 2.2K OHM 1% 1/8W 0603 AEC-Q,IN_PRODUCTION,,0.0,14959.0,0.0,Power PCBA (IPC)
Qualitel,10-002167,RES SMD 4.7K OHM 1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,91650.0,0.0,Power PCBA (IPC)
Qualitel,10-002170,RES SMD 22 OHM 5% 1/4W 1206 AEC-Q,IN_PRODUCTION,,0.0,61377.0,0.0,"Power PCBA (IPC), Terminal PCBA (TRM)"
