cm,part,description,state,first_shortage_date,shortage_qty,opening,undated,products
Sienna,10-005304,"Foam Strip, 40mm L, Protective Hat, D",IN_PRODUCTION,,0.0,4380.0,0.0,9.6 KW Inverter
Sienna,10-005306,"Foam Strip, 18mm L, Protective Hat, D",IN_PRODUCTION,,0.0,12651.0,0.0,9.6 KW Inverter
Sienna,10-005307,"Foam Strip, 140mm L, Protective Hat, D",IN_PRODUCTION,,0.0,8560.0,0.0,9.6 KW Inverter
Sienna,10-005313,RES 3.9K OHM 0.1% 1/10W 0603 AEC-Q,IN_PRODUCTION,,0.0,87303.0,0.0,Maximizer Box
Sienna,10-005411,RES 10K OHM 1% 1/10W 0603,IN_PRODUCTION,,0.0,19072.0,0.0,9.6 KW Inverter
Sienna,10-005825,IC Op Amp Single GP R-R O/P 5.5V Automotive AEC-Q100 5-Pin SOT-23,IN_PRODUCTION,,0.0,5008.0,0.0,9.6 KW Inverter
Sienna,10-005828,"Top Cover Gasket, Filter Board, Inverter, D",IN_PRODUCTION,,0.0,4098.0,0.0,9.6 KW Inverter
Sienna,10-005834,Rectifier Diode Small Signal Switching 85V 0.215A 3000ns 2-Pin SOD-323 T/R,IN_PRODUCTION,,0.0,26056.0,0.0,9.6 KW Inverter
Sienna,10-005864,"Packaging, Maximizer, Center Support Bar",IN_PRODUCTION,,0.0,3083.3500229237998,0.0,Maximizer Box
Sienna,10-005867,"Packaging, Maximizer, Partition Length",IN_PRODUCTION,,0.0,6222.7001281238,0.0,Maximizer Box
Sienna,10-005868,"Packaging, Maximizer, Bottom Pad",IN_PRODUCTION,,0.0,3988.3500857065,0.0,Maximizer Box
Sienna,10-005869,"Packaging, Maximizer, RSC Shipping Box",IN_PRODUCTION,,0.0,3374.999999243,0.0,Maximizer Box
Sienna,10-005944,RES 75K OHM 1% 1/16W 0402,IN_PRODUCTION,,0.0,16248.0,0.0,9.6 KW Inverter
Sienna,10-005976,RES 3M OHM 1% 1W 2512,IN_PRODUCTION,,0.0,14848.0,0.0,9.6 KW Inverter
Sienna,10-006072,"Screw, SEMS, M3x0.5x6, T10, Square-Cone Washer, SS",IN_PRODUCTION,,0.0,83881.0,0.0,9.6 KW Inverter
Sienna,10-006073,"Screw, SEMS, M3x0.5x8, T10, Square-Cone Washer, SS",IN_PRODUCTION,,0.0,14627.0,0.0,9.6 KW Inverter
Sienna,10-006074,"Screw, SEMS, M3x0.5x10, T10, Square-Cone Washer, SS",IN_PRODUCTION,,0.0,42702.0,0.0,9.6 KW Inverter
Sienna,10-006075,SCREW DELTA PT 50x1.80-14.00 T25 TORX RECESS WASHER PAN HEAD,IN_PRODUCTION,,0.0,8174.0,0.0,9.6 KW Inverter
Sienna,10-006108,"Label, Overcurrent Device, Bridge",IN_PRODUCTION,,0.0,8716.0,0.0,Bridge
Sienna,10-006109,"Label, Traceability, 22x10mm",IN_PRODUCTION,,0.0,110014.0,0.0,"9.6 KW Inverter, Bridge, Maximizer Box, PV Hub"
Sienna,10-006129,FUSE BOARD MOUNT 5A 250VAC 2SMD,IN_PRODUCTION,,0.0,6436.0,0.0,9.6 KW Inverter
Sienna,10-006153,FLASH - NAND (MLC) Memory IC 8Gb (512M x 16) eMMC 153-LFBGA (11.5x13),IN_PRODUCTION,,0.0,7906.0,0.0,9.6 KW Inverter
Sienna,10-006194,RES 330K OHM 1% 2W 2512 AEC-Q,IN_PRODUCTION,,0.0,49832.0,0.0,9.6 KW Inverter
Sienna,10-006271,CAP FILM 5UF 10% 600VDC RADIAL,IN_PRODUCTION,,0.0,2137.0,0.0,9.6 KW Inverter
Sienna,10-006277,"Label, Breaker Warning, Bridge",IN_PRODUCTION,,0.0,8200.0,0.0,Bridge
Sienna,10-006278,CAP FILM 0.47UF 20% 630VDC RAD X2,IN_PRODUCTION,,0.0,11697.0,0.0,9.6 KW Inverter
Sienna,10-006363,ISOMOV 8KA 250VRMS -40 °C to +125 °C BULK CRIMPED LEADS,IN_PRODUCTION,,0.0,9768.0,0.0,9.6 KW Inverter
Sienna,10-006426,"Heat spreader, Aluminum Nitride, TIM and pre-applied, Type B",IN_PRODUCTION,,0.0,4932.0,0.0,9.6 KW Inverter
Sienna,10-006475,"Module AUTOMOTIVE, 2.5-W, 24-VIN, 25-VO 36-BSSOP (0.295"", 7.50mm Width)",IN_PRODUCTION,,0.0,7296.0,0.0,9.6 KW Inverter
Sienna,10-006582,CAP CER 1000PF 2KV X7R 1206,IN_PRODUCTION,,0.0,124591.0,0.0,Maximizer Box
Sienna,10-006651,RES SMD 60.4K OHM 0.1% 1/8W 0805 AEC-Q,IN_PRODUCTION,,0.0,153908.0,0.0,Maximizer Box
Sienna,10-006652,RES SMD 10K OHM 0.1% 1/8W 0805,IN_PRODUCTION,,0.0,215213.0,0.0,Maximizer Box
Sienna,10-006654,DIODE ZENER 68V 3W SMB,IN_PRODUCTION,,0.0,99295.0,0.0,Maximizer Box
Sienna,10-006675,RES SMD 51K OHM 0.1% 1/10W 0603,IN_PRODUCTION,,0.0,9752.0,0.0,9.6 KW Inverter
Sienna,10-006676,RES SMD 3.6K OHM 0.1% 1/10W 0603,IN_PRODUCTION,,0.0,4733.0,0.0,9.6 KW Inverter
Sienna,10-006691,CAP CER 4700PF 3KV X7R 2220,IN_PRODUCTION,,0.0,15299.0,0.0,9.6 KW Inverter
Sienna,10-006695,DIODE ZENER 4.03V 960MW DO219AC,IN_PRODUCTION,,0.0,24983.0,0.0,9.6 KW Inverter
Sienna,10-006699,FIXED IND 2.2UH 1.7A 72 MOHM SMD AEC-Q,IN_PRODUCTION,,0.0,42166.0,0.0,9.6 KW Inverter
Sienna,10-06732A,"Label, Warning, PCS",IN_PRODUCTION,,0.0,10895.0,0.0,"Bridge, Rogowski Coil"
Sienna,10-06833A,"Label, Compliance, Bridge, Type B",IN_PRODUCTION,,0.0,6217.0,0.0,Bridge
Sienna,10-06847A,"Label, Low Voltage Wire Routing Diagram, Bridge, Type B",IN_PRODUCTION,,0.0,6598.0,0.0,Bridge
Sienna,10-06953C,"Label,Compliance,Inverter",IN_PRODUCTION,,0.0,9130.0,0.0,9.6 KW Inverter
Sienna,10-07132A,DIODE ZENER 22V 5W DO214AA,IN_PRODUCTION,,0.0,7402.0,0.0,9.6 KW Inverter
Sienna,10-07244A,RES SMD 332 OHM 1% 1/2W 0805 AEC-Q,IN_PRODUCTION,,0.0,7094.0,0.0,9.6 KW Inverter
