shipment_number,shipped_date,ship_to,packing_slip_number,po_number,po_line_number,customer_part_number,pallet_id,serial_number,quantity,lot_code,master_carton_id,source_file,source_file_id,source_file_version,_id,_db_created_at,_db_modified_at,source_file_timestamp
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263012565,1,,P:90-06831ER:01S:SIE263009757,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131466,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263012478,1,,P:90-06831ER:01S:SIE263009757,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131467,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263012275,1,,P:90-06831ER:01S:SIE263009757,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131468,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263012666,1,,P:90-06831ER:01S:SIE263009757,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131469,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263012398,1,,P:90-06831ER:01S:SIE263009757,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131470,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263012739,1,,P:90-06831ER:01S:SIE263009757,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131471,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263010914,1,,P:90-06831ER:01S:SIE263009757,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131472,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263012744,1,,P:90-06831ER:01S:SIE263009757,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131473,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263012556,1,,P:90-06831ER:01S:SIE263009757,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131474,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263012714,1,,P:90-06831ER:01S:SIE263009757,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131475,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263012472,1,,P:90-06831ER:01S:SIE263009757,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131476,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106983,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131477,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106916,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131478,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106878,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131479,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106915,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131480,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106774,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131481,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106895,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131482,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263012336,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131483,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106950,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131484,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263107093,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131485,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106907,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131486,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263107215,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131487,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106972,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131488,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106711,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131489,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106855,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131490,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106785,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131491,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106761,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131492,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106930,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131493,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106905,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131494,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106946,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131495,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106957,1,,P:90-06831ER:01S:SIE263300725,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131496,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263011995,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131497,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263107081,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131498,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263105964,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131499,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263106646,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131500,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263105650,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131501,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263105818,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131502,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263105690,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131503,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263105952,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131504,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263105707,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131505,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263105971,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131506,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263105706,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131507,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263105746,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131508,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263105955,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131509,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263105638,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131510,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263105814,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131511,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263105986,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131512,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263105963,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131513,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263105670,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131514,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263105696,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131515,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
SFOHOUT00052859,2026-08-14,,93248589,PO-US-09166,,10-00522E,2026081211,P:10-00522ER:02S:SIE263105775,1,,P:90-06831ER:01S:SIE263300732,PO-US-09054 shipped 081426 ASN 93248585 Qty 63 PO-US-08933 A93248586 Q108 PO-US-089323 A93248587 Q105 PO-US-08888 A93248588 Q75 PO-US-09166 A93248589 Q2400 PO-US-08008 A93248609 Q15.xlsx,2408281053266,1,131516,2026-08-15 01:01:59.310901,2026-08-15 01:01:58.983763,2026-08-15 01:01:52.000000 +00:00
