,cm,part,description,item_category,cm_on_hand,cm_on_order,cm_unit_price,cm_price_source,lunar_on_hand_alloc,lunar_on_order_alloc,lunar_unit_price,obsolescence_state,projection_type,2026-07,2026-08,2026-09,2026-10,2026-11,2026-12,2027-01,2027-02,2027-03,2027-04,2027-05,2027-06,2027-07
3411,Celestica,10-001133,RES SMD 5.1K OHM 1% 1/10W 0603 AEC-Q,Electrical Components,0,0,0.0015162704616416343,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3412,Lunar,10-006723,0,0,0,0,0,,0,1400,0.013,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3413,Sienna,10-004124,"Hook Mounting Bracket with Lock, Inverter, C1.5",Part,1885,3203,16.66,CM On-Hand,3,0,15.99,Gen 1 Only,CM Depletion,35119,55444,42116,28788,23990,19492,18659,9496,333,333,333,333,333
3414,Lunar,10-004124,"Hook Mounting Bracket with Lock, Inverter, C1.5",Part,0,0,16.66,CM On-Hand,0,0,15.99,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3415,Lunar,10-006768,IC ELECTRONIC FUSE 5% 16HTSSOP,Electrical Components,0,0,0,,2000,2000,1.6758,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3416,Sienna,10-002248,"Wire Harness, Voltage Sense, Bridge",Assembly,728,2900,2.61,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,2289,3607,8749,7887,7026,6165,5382,4599,3816,2772,1467,0,0
3417,Lunar,10-002248,"Wire Harness, Voltage Sense, Bridge",Assembly,0,0,2.61,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3418,Lunar,90-07282A,10kWh LFP ESS Hardware Kit,Top Level Assembly,0,0,0,,5,0,211.39000000000001,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3419,Sienna,10-004609,"DC CMC, 3 Phase, 4 Turns",Electrical Components,434,0,14.35,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3420,Lunar,10-004609,"DC CMC, 3 Phase, 4 Turns",Electrical Components,0,0,14.35,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3421,Sienna,10-000607,LED GREEN CLEAR CHIP SMD,Electrical Components,27300,17000,0.05023533064850013,CM On-Hand,17000,0,0.057,Gen 1 Only,CM Depletion,1439,1097,922,897,933,802,699,614,583,557,529,494,463
3422,Qualitel,10-000607,LED GREEN CLEAR CHIP SMD,Electrical Components,25838,10000,0.05023533064850013,CM On-Hand,8415,0,0.057,Gen 1 Only,CM Depletion,1248,1048,854,649,469,803,645,514,330,142,0,0,0
3423,Lunar,10-000607,LED GREEN CLEAR CHIP SMD,Electrical Components,0,0,0.05023533064850013,CM On-Hand,118385,0,0.057,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3424,Lunar,10-006818,0,0,0,0,0,,0,1000,0.065,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3425,Sienna,10-06906A,"Poly Bag, Recloseable, 100mm x 50mm",Part,1255,0,0,,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3426,Lunar,10-06906A,"Poly Bag, Recloseable, 100mm x 50mm",Part,0,0,0,,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3427,Sienna,10-07607A,0,0,0,5600,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3428,Lunar,10-07607A,0,0,0,0,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3429,Lunar,10-08337A,"PP Insulation plate, CCA 2.1",Part,0,0,0,,2,0,0,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3430,Sienna,10-001736,CAP 1206 X7R 16V 10UF 10% SOFT TERM,Electrical Components,3886,8000,0.03436046364650988,CM On-Hand,2000,0,0.03146388135863498,Gen 1 Only,CM Depletion,151,93,107,256,208,165,125,92,87,87,87,87,87
3431,Celestica,10-001736,CAP 1206 X7R 16V 10UF 10% SOFT TERM,Electrical Components,0,0,0.03436046364650988,CM On-Hand,0,0,0.03146388135863498,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3432,Lunar,10-001736,CAP 1206 X7R 16V 10UF 10% SOFT TERM,Electrical Components,0,0,0.03436046364650988,CM On-Hand,0,0,0.03146388135863498,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3433,Qualitel,10-001736,CAP 1206 X7R 16V 10UF 10% SOFT TERM,Electrical Components,70481,34710,0.03436046364650988,CM On-Hand,60710,0,0.03146388135863498,Gen 1 Only,CM Depletion,2033,1116,418,0,0,0,0,0,0,0,0,0,0
3434,Lunar,10-08039A,0,0,0,0,0,,0,100,16.67,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3435,Sienna,10-005382,"Packaging, ESS Hardware Kit 20kWh Lunar Blue",Part,678,0,7.410000000000001,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3436,Lunar,10-005382,"Packaging, ESS Hardware Kit 20kWh Lunar Blue",Part,0,0,7.410000000000001,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3437,Lunar,10-003371,NANO-FIT HDR SMT VT DLR 4CKT 15A,Electrical Components,0,0,0,,300,0,2.43,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3438,Lunar,10-07972A,0,0,0,0,0,,0,1400,0.052,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3439,Sienna,10-000625,CRYSTAL 16.0000MHZ 12PF SMD AEC-Q,Electrical Components,7469,3000,0.1857096587250483,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,1592,1872,1600,1319,1075,838,614,428,266,75,0,0,0
3440,Qualitel,10-000625,CRYSTAL 16.0000MHZ 12PF SMD AEC-Q,Electrical Components,8061,6000,0.1857096587250483,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,1438,1190,949,698,476,1382,1188,1025,799,567,354,97,0
3441,Lunar,10-000625,CRYSTAL 16.0000MHZ 12PF SMD AEC-Q,Electrical Components,0,0,0.1857096587250483,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3442,Qualitel,10-004521,"Fan with Connector,DC-DC, with Splice",Part,617,19524,7.34,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,4529,2121,13953,24817,23349,1329,1329,1329,1329,1329,1329,1329,1329
3443,Lunar,10-004521,"Fan with Connector,DC-DC, with Splice",Part,0,0,7.34,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3444,Lunar,10-004852,0,0,0,0,0,,0,1400,0.013,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3445,Lunar,10-08129A,0,0,0,0,0,,0,80,15,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3446,Lunar,10-001563,RES SMD 39K OHM 5% 2W 2512,Electrical Components,0,0,0,,16000,0,0.0997,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,Sienna,10-000668,CAP CER 6.8PF 50V C0G/NP0 0402 AEC-Q,Electrical Components,45713,0,0.0039060680195149543,CM On-Hand,0,0,0.00426,Gen 1 Only,CM Depletion,187,172,157,142,130,122,115,109,105,101,97,91,87
3448,Qualitel,10-000668,CAP CER 6.8PF 50V C0G/NP0 0402 AEC-Q,Electrical Components,25002,0,0.0039060680195149543,CM On-Hand,0,0,0.00426,Gen 1 Only,CM Depletion,99,95,93,90,88,88,88,88,88,88,88,88,88
3449,Lunar,10-000668,CAP CER 6.8PF 50V C0G/NP0 0402 AEC-Q,Electrical Components,0,0,0.0039060680195149543,CM On-Hand,200000,0,0.00426,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3450,Sienna,10-002849,"Nut, Captive Washer, M4, Steel",Part,9872,0,0.0434,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3451,Lunar,10-002849,"Nut, Captive Washer, M4, Steel",Part,0,0,0.0434,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3452,Lunar,10-08078A,0,0,0,0,0,,0,100,5.9,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3453,Sienna,10-004444,"Screw, M5x13, BHT, Flanged, DP, T25",Part,56739,30000,0.091,CM On-Hand,0,0,0.0977,Gen 1 Only,CM Depletion,5209,5196,5068,7671,6843,5996,5645,5295,4945,4945,4945,4945,4945
3454,Lunar,10-004444,"Screw, M5x13, BHT, Flanged, DP, T25",Part,0,0,0.091,CM On-Hand,537,0,0.0977,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3455,Lunar,90-06948C,LFP Battery Block with ESS Cover and Wall Bracket,Top Level Assembly,0,0,0,,24,0,1159.8108333333332,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3456,Sienna,10-002291,RES SMD 28.7K OHM 1% 1/10W 0603 AEC-Q,Electrical Components,930,0,0.0013605311022189888,CM On-Hand,0,0,0.008569750000000001,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3457,Celestica,10-002291,RES SMD 28.7K OHM 1% 1/10W 0603 AEC-Q,Electrical Components,0,0,0.0013605311022189888,CM On-Hand,0,0,0.008569750000000001,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3458,Lunar,10-002291,RES SMD 28.7K OHM 1% 1/10W 0603 AEC-Q,Electrical Components,0,0,0.0013605311022189888,CM On-Hand,20000,15000,0.008569750000000001,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3459,Qualitel,10-002291,RES SMD 28.7K OHM 1% 1/10W 0603 AEC-Q,Electrical Components,32058,75000,0.0013605311022189888,CM On-Hand,0,0,0.008569750000000001,Active in Both,CM Depletion,38,26,101,87,79,91,91,91,91,91,91,91,91
3460,Sienna,10-004878,RES SMD 100K OHM 0.1% 1/10W 0603,Electrical Components,727781,425000,0.013999999999999999,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,10629,9028,7530,7717,8098,7829,7829,7829,7829,7829,7829,7829,7829
3461,Lunar,10-004878,RES SMD 100K OHM 0.1% 1/10W 0603,Electrical Components,0,0,0.013999999999999999,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3462,Sienna,10-001651,THERMISTOR NTC 10KOHM 3380K 0603,Electrical Components,190145,80000,0.013403770251101213,CM On-Hand,46589,0,0.02765334843739588,Active in Both,CM Depletion,1201,735,291,0,0,0,396,373,365,358,350,341,333
3463,Qualitel,10-001651,THERMISTOR NTC 10KOHM 3380K 0603,Electrical Components,10770,0,0.013403770251101213,CM On-Hand,0,0,0.02765334843739588,Active in Both,CM Depletion,146,122,103,84,66,58,51,45,37,28,21,11,3
3464,Lunar,10-001651,THERMISTOR NTC 10KOHM 3380K 0603,Electrical Components,0,0,0.013403770251101213,CM On-Hand,103481,48000,0.02765334843739588,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3465,Celestica,10-001651,THERMISTOR NTC 10KOHM 3380K 0603,Electrical Components,0,0,0.013403770251101213,CM On-Hand,0,0,0.02765334843739588,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3466,Sienna,10-07179A,"Label, Compliance, LFP AC ESS System, 15kWh",Assembly,887,0,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3467,Lunar,10-07179A,"Label, Compliance, LFP AC ESS System, 15kWh",Assembly,0,0,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3468,Sienna,10-002733,PMEG100T10ELR-QX AEC-Q,Electrical Components,2330,0,0.0769,CM On-Hand,0,0,0.06154499584498883,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3469,Lunar,10-002733,PMEG100T10ELR-QX AEC-Q,Electrical Components,0,0,0.0769,CM On-Hand,427195,0,0.06154499584498883,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3470,Sienna,10-003544,"Full Functional Assy, Bridge, Nebulous White",Part,0,0,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3471,Lunar,10-003544,"Full Functional Assy, Bridge, Nebulous White",Part,0,0,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3472,Sienna,10-004203,CAP FILM 0.1UF 10% 1.5KVDC RAD AEC-Q,Electrical Components,15455,44900,0.30331299969829534,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,5554,16403,14219,11972,10040,8339,6767,5456,5265,5265,5265,5265,5265
3473,Qualitel,10-004203,CAP FILM 0.1UF 10% 1.5KVDC RAD AEC-Q,Electrical Components,11061,0,0.30331299969829534,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,3553,2758,2198,1630,1129,1058,1058,1058,1058,1058,1058,1058,1058
3474,Lunar,10-004203,CAP FILM 0.1UF 10% 1.5KVDC RAD AEC-Q,Electrical Components,0,0,0.30331299969829534,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3475,Lunar,10-001404,CONN HEADER SMD 4POS 2.54MM,Electrical Components,0,0,0,,65840,0,0.333,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3476,Sienna,10-002337,DIODE GP 600V 500MA DO219AB,Electrical Components,2646,2000,0.0779,CM On-Hand,2338,0,0.0779,Gen 1 Only,CM Depletion,274,151,190,76,0,0,0,0,0,0,0,0,0
3477,Lunar,10-002337,DIODE GP 600V 500MA DO219AB,Electrical Components,0,0,0.0779,CM On-Hand,12662,0,0.0779,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3478,Sienna,10-001581,SPEED & CURRENT SENSORS PG-TISON,Electrical Components,5643,17500,1.9400131926121371,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,13450,5224,0,0,16564,10521,4933,277,0,0,0,0,0
3479,Qualitel,10-001581,SPEED & CURRENT SENSORS PG-TISON,Electrical Components,4969,2500,1.9400131926121371,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,10697,6458,8321,5294,2627,2248,2248,2248,2248,2248,2248,2248,2248
3480,Lunar,10-001581,SPEED & CURRENT SENSORS PG-TISON,Electrical Components,0,0,1.9400131926121371,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3481,Celestica,10-002290,IC REG LINEAR 2.5V 200MA 8SOIC,Electrical Components,25,0,0.49178035770316914,CM On-Hand,0,0,2.2986,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3482,Lunar,10-002290,IC REG LINEAR 2.5V 200MA 8SOIC,Electrical Components,0,0,0.49178035770316914,CM On-Hand,0,0,2.2986,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3483,Qualitel,10-002290,IC REG LINEAR 2.5V 200MA 8SOIC,Electrical Components,12723,15099,0.49178035770316914,CM On-Hand,99,0,2.2986,Active in Both,CM Depletion,5313,3031,3057,492,0,0,0,0,0,0,0,0,0
3484,Lunar,10-08465A,"MINI MATE CRIMP TERMINAL, FEMALE, 2.54M GOLD (AU) PLATING, 20-24 AWG",Part,0,0,0,,500,0,0.17,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3485,Sienna,10-005148,"O-Ring Seal, Inductor Housing 1 to HS, D",Part,2226,2950,3.7,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,8625,11289,8329,11844,8928,6079,4044,2009,0,0,0,0,0
3486,Lunar,10-005148,"O-Ring Seal, Inductor Housing 1 to HS, D",Part,0,0,3.7,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3487,Lunar,10-07769A,"Heatsink, AC Safe Harbor, 11kW Inverter",Assembly,0,0,0,,9,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3488,Lunar,10-002164,CAP CER 0.1UF 1KV X7R 1812,Electrical Components,0,0,0,,9000,0,0.3193444444444445,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3489,Celestica,10-004823,CAP CER 0.1UF 25V X7R 0402,Electrical Components,0,0,0.0016,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3490,Lunar,10-004823,CAP CER 0.1UF 25V X7R 0402,Electrical Components,0,0,0.0016,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3491,Qualitel,10-004823,CAP CER 0.1UF 25V X7R 0402,Electrical Components,632022,130000,0.0016,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,891,602,293,176,0,0,0,0,0,0,0,0,0
3492,Lunar,10-006963,0,0,0,0,0,,0,1000,0.37171,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3493,Sienna,10-006129,FUSE BOARD MOUNT 5A 250VAC 2SMD,Electrical Components,5696,0,0.6285029239766081,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,3691,3158,2655,2138,1693,1302,940,638,594,594,594,594,594
3494,Qualitel,10-006129,FUSE BOARD MOUNT 5A 250VAC 2SMD,Electrical Components,5248,0,0.6285029239766081,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,3381,3093,2897,2701,2528,2503,2503,2503,2503,2503,2503,2503,2503
3495,Lunar,10-006129,FUSE BOARD MOUNT 5A 250VAC 2SMD,Electrical Components,0,0,0.6285029239766081,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3496,Sienna,20-005240,Inverter - Power PCB Type A,PCB,21,0,61.669999999999995,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3497,Lunar,20-005240,Inverter - Power PCB Type A,PCB,0,0,61.669999999999995,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3498,Sienna,10-003856,CONN HEADER VERT 3POS 2.5MM,Electrical Components,4800,0,0,,0,0,0.15867567567567567,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3499,Lunar,10-003856,CONN HEADER VERT 3POS 2.5MM,Electrical Components,0,0,0,,14800,0,0.15867567567567567,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3500,Sienna,10-004556,CAP FILM 0.22UF 10% 1.5KVDC RAD AEC-Q,Electrical Components,14793,700,0.44573870311793945,CM On-Hand,0,0,0.84918,Active in Both,CM Depletion,6830,6009,4939,3838,2892,2058,1288,646,553,553,553,553,553
3501,Qualitel,10-004556,CAP FILM 0.22UF 10% 1.5KVDC RAD AEC-Q,Electrical Components,11763,0,0.44573870311793945,CM On-Hand,0,0,0.84918,Active in Both,CM Depletion,5420,4806,4389,3972,3604,3552,3552,3552,3552,3552,3552,3552,3552
3502,Lunar,10-004556,CAP FILM 0.22UF 10% 1.5KVDC RAD AEC-Q,Electrical Components,0,0,0.44573870311793945,CM On-Hand,0,1050,0.84918,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3503,Sienna,10-005831,"HARNESS,JMPR,NANO-FIT,2 POS",Part,9128,6700,1.44,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,13477,14571,13563,12555,9151,5825,3449,1073,0,0,0,0,0
3504,Lunar,10-005831,"HARNESS,JMPR,NANO-FIT,2 POS",Part,0,0,1.44,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3505,Sienna,10-001029,RES 6.2K OHM 1% 1/10W 0603,Electrical Components,99789,60000,0.002,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,206,294,264,232,205,201,201,201,201,201,201,201,201
3506,Lunar,10-001029,RES 6.2K OHM 1% 1/10W 0603,Electrical Components,0,0,0.002,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3507,Sienna,10-000099,CAP CER 1UF 35V X7R 0603,Electrical Components,1203530,1232000,0.017,CM On-Hand,628000,0,0.024009565832463203,Gen 1 Only,CM Depletion,21622,15844,10337,20170,20629,19730,19504,19317,19289,19289,19289,19289,19289
3508,Qualitel,10-000099,CAP CER 1UF 35V X7R 0603,Electrical Components,62650,0,0.017,CM On-Hand,0,0,0.024009565832463203,Gen 1 Only,CM Depletion,1113,943,826,710,607,592,592,592,592,592,592,592,592
3509,Lunar,10-000099,CAP CER 1UF 35V X7R 0603,Electrical Components,0,0,0.017,CM On-Hand,411115,168000,0.024009565832463203,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3510,Celestica,10-000099,CAP CER 1UF 35V X7R 0603,Electrical Components,0,0,0.017,CM On-Hand,0,0,0.024009565832463203,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3511,Qualitel,10-006688,RES SMD 500 UOHM 1% 10W 2512,Electrical Components,10644,32000,0.182,CM On-Hand,0,0,0,Active in Both,CM Depletion,1588,743,571,1078,559,488,488,488,4128,4128,4128,4128,4128
3512,Lunar,10-006688,RES SMD 500 UOHM 1% 10W 2512,Electrical Components,0,0,0.182,CM On-Hand,0,0,0,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3513,Sienna,10-004061,DIODE GEN PURP 1KV 1A SMA,Electrical Components,8191,0,0.025200000000000004,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,217,198,179,160,146,144,144,144,144,144,144,144,144
3514,Lunar,10-004061,DIODE GEN PURP 1KV 1A SMA,Electrical Components,0,0,0.025200000000000004,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3515,Sienna,10-000682,RES SMD 47K OHM 1% 1/16W 0402 AEC-Q,Electrical Components,146720,0,0.0013728210601209533,CM On-Hand,0,0,0.0015,Active in Both,CM Depletion,214,191,170,148,129,118,108,100,95,89,83,75,69
3516,Qualitel,10-000682,RES SMD 47K OHM 1% 1/16W 0402 AEC-Q,Electrical Components,50050,0,0.0013728210601209533,CM On-Hand,0,0,0.0015,Active in Both,CM Depletion,70,65,62,58,55,55,55,55,55,55,55,55,55
3517,Lunar,10-000682,RES SMD 47K OHM 1% 1/16W 0402 AEC-Q,Electrical Components,0,0,0.0013728210601209533,CM On-Hand,10000,0,0.0015,Active in Both,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3518,Sienna,10-07180A,"Label, Compliance, LFP AC ESS System, 20kWh",Assembly,3250,0,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3519,Lunar,10-07180A,"Label, Compliance, LFP AC ESS System, 20kWh",Assembly,0,0,0,,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3520,Lunar,10-002125,CAP CER 0.047UF 1KV X7S 2220,Electrical Components,0,0,0,,3000,0,1.1395,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3521,Sienna,10-004760,CONN HEADER R/A 30POS 2.54MM,Electrical Components,115,0,1.4892866292305356,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3522,Celestica,10-004760,CONN HEADER R/A 30POS 2.54MM,Electrical Components,0,0,1.4892866292305356,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3523,Lunar,10-004760,CONN HEADER R/A 30POS 2.54MM,Electrical Components,0,0,1.4892866292305356,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3524,Qualitel,10-004760,CONN HEADER R/A 30POS 2.54MM,Electrical Components,13063,5618,1.4892866292305356,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,16595,9685,9956,2918,0,0,0,0,0,0,0,0,0
3525,Sienna,10-006070,"ESS Top Cover LRG Asy, With Label, 20 kWh",Part,1,0,0,,0,0,59.54,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3526,Lunar,10-006070,"ESS Top Cover LRG Asy, With Label, 20 kWh",Part,0,0,0,,5,0,59.54,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3527,Sienna,10-000571,CAP CER 1.8PF 50V C0G/NP0 0402 AEC-Q,Electrical Components,13333,0,0.00665504329298699,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3528,Qualitel,10-000571,CAP CER 1.8PF 50V C0G/NP0 0402 AEC-Q,Electrical Components,8726,0,0.00665504329298699,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,Lunar,10-000571,CAP CER 1.8PF 50V C0G/NP0 0402 AEC-Q,Electrical Components,0,0,0.00665504329298699,CM On-Hand,0,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,Sienna,10-006194,RES 330K OHM 1% 2W 2512 AEC-Q,Electrical Components,45326,0,0.157152152121746,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,7290,6490,5736,4960,4292,3705,3162,2709,2643,2643,2643,2643,2643
3531,Qualitel,10-006194,RES 330K OHM 1% 2W 2512 AEC-Q,Electrical Components,20516,0,0.157152152121746,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,3349,2916,2622,2327,2068,2031,2031,2031,2031,2031,2031,2031,2031
3532,Lunar,10-006194,RES 330K OHM 1% 2W 2512 AEC-Q,Electrical Components,0,0,0.157152152121746,CM On-Hand,0,0,0,Gen 1 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3533,Qualitel,10-007018,RES SMD 5.6 OHM 5% 1W 2512,Electrical Components,0,654000,0.03,CM On-Order,154000,0,0.0405,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3534,Lunar,10-007018,RES SMD 5.6 OHM 5% 1W 2512,Electrical Components,0,0,0.03,CM On-Order,0,0,0.0405,Gen 2 Only,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3535,Lunar,10-002261,22 µF ±10% 25V Ceramic Capacitor X5R 1210 (3225 Metric),Electrical Components,0,0,0,,1000,2000,0.14,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
3536,Lunar,10-006076,"PCBA, Terminal Board, Type B, Coated",Part,0,0,0,,2,0,0,Obsolete,CM Depletion,0,0,0,0,0,0,0,0,0,0,0,0,0
